"finvalue_id","metric_code","record_index","field_kind","category","metric_name","source_line"
"448","FN448","447","metric","资产负债表新增指标","同业及其它金融机构存放款项(万元)  [注：金融类科目]","433"
"449","FN449","448","metric","资产负债表新增指标","以公允价值计量且其变动计入当期损益的金融负债(万元)  [注：金融类科目]","434"
"450","FN450","449","metric","资产负债表新增指标","吸收存款(万元)  [注：金融类科目]","435"
"451","FN451","450","metric","资产负债表新增指标","代理业务负债(万元)  [注：金融类科目]","436"
"452","FN452","451","metric","资产负债表新增指标","其他负债(万元)  [注：金融类科目]","437"
"453","FN453","452","metric","资产负债表新增指标","发放贷款及垫款(万元)  [注：金融类科目]","438"
"454","FN454","453","undefined","","",""
"455","FN455","454","undefined","","",""
"456","FN456","455","undefined","","",""
"457","FN457","456","undefined","","",""
"458","FN458","457","undefined","","",""
"459","FN459","458","undefined","","",""
"460","FN460","459","undefined","","",""
"461","FN461","460","undefined","","",""
"462","FN462","461","undefined","","",""
"463","FN463","462","undefined","","",""
"464","FN464","463","undefined","","",""
"465","FN465","464","undefined","","",""
"466","FN466","465","undefined","","",""
"467","FN467","466","undefined","","",""
"468","FN468","467","undefined","","",""
"469","FN469","468","undefined","","",""
"470","FN470","469","undefined","","",""
"471","FN471","470","undefined","","",""
"472","FN472","471","undefined","","",""
"473","FN473","472","undefined","","",""
"474","FN474","473","undefined","","",""
"475","FN475","474","undefined","","",""
"476","FN476","475","undefined","","",""
"477","FN477","476","undefined","","",""
"478","FN478","477","undefined","","",""
"479","FN479","478","undefined","","",""
"480","FN480","479","undefined","","",""
"481","FN481","480","undefined","","",""
"482","FN482","481","undefined","","",""
"483","FN483","482","undefined","","",""
"484","FN484","483","undefined","","",""
"485","FN485","484","undefined","","",""
"486","FN486","485","undefined","","",""
"487","FN487","486","undefined","","",""
"488","FN488","487","undefined","","",""
"489","FN489","488","undefined","","",""
"490","FN490","489","undefined","","",""
"491","FN491","490","undefined","","",""
"492","FN492","491","undefined","","",""
"493","FN493","492","undefined","","",""
"494","FN494","493","undefined","","",""
"495","FN495","494","undefined","","",""
"496","FN496","495","undefined","","",""
"497","FN497","496","undefined","","",""
"498","FN498","497","undefined","","",""
"499","FN499","498","undefined","","",""
"500","FN500","499","undefined","","",""
"501","FN501","500","metric","利润表新增指标","稀释每股收益(元)","441"
"502","FN502","501","metric","利润表新增指标","营业总收入(万元)","442"
"503","FN503","502","metric","利润表新增指标","汇兑收益(万元)","443"
"504","FN504","503","metric","利润表新增指标","其中:归属于母公司综合收益(万元)","444"
"505","FN505","504","metric","利润表新增指标","其中:归属于少数股东综合收益(万元)","445"
"506","FN506","505","metric","利润表新增指标","利息收入(万元)","446"
"507","FN507","506","metric","利润表新增指标","已赚保费(万元)","447"
"508","FN508","507","metric","利润表新增指标","手续费及佣金收入(万元)","448"
"509","FN509","508","metric","利润表新增指标","利息支出(万元)","449"
"510","FN510","509","metric","利润表新增指标","手续费及佣金支出(万元)","450"
"511","FN511","510","metric","利润表新增指标","退保金(万元)","451"
"512","FN512","511","metric","利润表新增指标","赔付支出净额(万元)","452"
"513","FN513","512","metric","利润表新增指标","提取保险合同准备金净额(万元)","453"
"514","FN514","513","metric","利润表新增指标","保单红利支出(万元)","454"
"515","FN515","514","metric","利润表新增指标","分保费用(万元)","455"
"516","FN516","515","metric","利润表新增指标","其中:非流动资产处置利得(万元)","456"
"517","FN517","516","metric","利润表新增指标","信用减值损失(万元)","457"
"518","FN518","517","metric","利润表新增指标","净敞口套期收益(万元)","458"
"519","FN519","518","metric","利润表新增指标","营业总成本(万元)","459"
"520","FN520","519","metric","利润表新增指标","信用减值损失(万元、2019格式)","460"
"521","FN521","520","metric","利润表新增指标","资产减值损失(万元、2019格式)","461"
"522","FN522","521","metric","利润表新增指标","其他业务收入(万元)  [注：金融类科目]","462"
"523","FN523","522","metric","利润表新增指标","业务及管理费(万元)  [注：金融类科目]","463"
"524","FN524","523","metric","利润表新增指标","其他业务成本(万元)  [注：金融类科目]","464"
"525","FN525","524","undefined","","",""
"526","FN526","525","undefined","","",""
"527","FN527","526","undefined","","",""
"528","FN528","527","undefined","","",""
"529","FN529","528","undefined","","",""
"530","FN530","529","undefined","","",""
"531","FN531","530","undefined","","",""
"532","FN532","531","undefined","","",""
"533","FN533","532","undefined","","",""
"534","FN534","533","undefined","","",""
"535","FN535","534","undefined","","",""
"536","FN536","535","undefined","","",""
"537","FN537","536","undefined","","",""
"538","FN538","537","undefined","","",""
"539","FN539","538","undefined","","",""
"540","FN540","539","undefined","","",""
"541","FN541","540","undefined","","",""
"542","FN542","541","undefined","","",""
"543","FN543","542","undefined","","",""
"544","FN544","543","undefined","","",""
"545","FN545","544","undefined","","",""
"546","FN546","545","undefined","","",""
"547","FN547","546","undefined","","",""
"548","FN548","547","undefined","","",""
"549","FN549","548","undefined","","",""
"550","FN550","549","undefined","","",""
"551","FN551","550","undefined","","",""
"552","FN552","551","undefined","","",""
"553","FN553","552","undefined","","",""
"554","FN554","553","undefined","","",""
"555","FN555","554","undefined","","",""
"556","FN556","555","undefined","","",""
"557","FN557","556","undefined","","",""
"558","FN558","557","undefined","","",""
"559","FN559","558","undefined","","",""
"560","FN560","559","undefined","","",""
"561","FN561","560","metric","现金流量表新增指标","加:其他原因对现金的影响2(万元)(现金的期末余额科目)","467"
"562","FN562","561","metric","现金流量表新增指标","客户存款和同业存放款项净增加额(万元)","468"
"563","FN563","562","metric","现金流量表新增指标","向中央银行借款净增加额(万元)","469"
"564","FN564","563","metric","现金流量表新增指标","向其他金融机构拆入资金净增加额(万元)","470"
"565","FN565","564","metric","现金流量表新增指标","收到原保险合同保费取得的现金(万元)","471"
"566","FN566","565","metric","现金流量表新增指标","收到再保险业务现金净额(万元)","472"
"567","FN567","566","metric","现金流量表新增指标","保户储金及投资款净增加额(万元)","473"
"568","FN568","567","metric","现金流量表新增指标","处置以公允价值计量且其变动计入当期损益的金融资产净增加额(万元)","474"
"569","FN569","568","metric","现金流量表新增指标","收取利息、手续费及佣金的现金(万元)","475"
"570","FN570","569","metric","现金流量表新增指标","拆入资金净增加额(万元)","476"
"571","FN571","570","metric","现金流量表新增指标","回购业务资金净增加额(万元)","477"
"572","FN572","571","metric","现金流量表新增指标","客户贷款及垫款净增加额(万元)","478"
"573","FN573","572","metric","现金流量表新增指标","存放中央银行和同业款项净增加额(万元)","479"
"574","FN574","573","metric","现金流量表新增指标","支付原保险合同赔付款项的现金(万元)","480"
"575","FN575","574","metric","现金流量表新增指标","支付利息、手续费及佣金的现金(万元)","481"
"576","FN576","575","metric","现金流量表新增指标","支付保单红利的现金(万元)","482"
"577","FN577","576","metric","现金流量表新增指标","其中:子公司吸收少数股东投资收到的现金(万元)","483"
"578","FN578","577","metric","现金流量表新增指标","其中:子公司支付给少数股东的股利、利润(万元)","484"
"579","FN579","578","metric","现金流量表新增指标","投资性房地产的折旧及摊销(万元)","485"
"580","FN580","579","metric","现金流量表新增指标","信用减值损失(万元)","486"
"581","FN581","580","metric","现金流量表新增指标","使用权资产折旧（万元）","487"
"582","FN582","581","metric","现金流量表新增指标","收取利息和手续费净增加额(万元)  [注：金融类科目]","488"
"583","FN583","582","metric","现金流量表新增指标","支付手续费的现金(万元)  [注：金融类科目]","489"
"584","FN584","583","metric","现金流量表新增指标","发行债券支付的现金(万元)  [注：金融类科目]","490"
